9467011	disease	136	140	PTEN	Hamartoma Syndrome, Multiple	D006223		S1	CTD (MESH)	CUI-less
9467011	disease	178	182	PTEN	Hamartoma Syndrome, Multiple	D006223		S2	CTD (MESH)	CUI-less
9467011	disease	305	308	was	Wiskott-Aldrich Syndrome	D014923		S3	CTD (MESH)	C0043194
9467011	disease	374	378	PTEN	Hamartoma Syndrome, Multiple	D006223		S4	CTD (MESH)	CUI-less
9467011	disease	533	543	carcinomas	Carcinoma	D002277		S4	CTD (MESH)	C0007097
9467011	disease	598	602	PTEN	Hamartoma Syndrome, Multiple	D006223		S5	CTD (MESH)	CUI-less
9467011	disease	603	606	was	Wiskott-Aldrich Syndrome	D014923		S5	CTD (MESH)	C0043194
9467011	disease	727	730	BZS	Hamartoma Syndrome, Multiple	D006223		S5	CTD (MESH)	CUI-less
9467011	disease	827	830	BZS	Hamartoma Syndrome, Multiple	D006223		S6	CTD (MESH)	CUI-less
9467011	disease	840	843	was	Wiskott-Aldrich Syndrome	D014923		S6	CTD (MESH)	C0043194
9467011	disease	866	870	PTEN	Hamartoma Syndrome, Multiple	D006223		S6	CTD (MESH)	CUI-less
9467011	disease	882	886	PTEN	Hamartoma Syndrome, Multiple	D006223		S7	CTD (MESH)	CUI-less
9467011	disease	1121	1125	PTEN	Hamartoma Syndrome, Multiple	D006223		S8	CTD (MESH)	CUI-less
9467011	disease	1198	1202	PTEN	Hamartoma Syndrome, Multiple	D006223		S9	CTD (MESH)	CUI-less
9467011	disease	1218	1221	was	Wiskott-Aldrich Syndrome	D014923		S9	CTD (MESH)	C0043194
9467011	disease	1521	1525	PTEN	Hamartoma Syndrome, Multiple	D006223		S11	CTD (MESH)	CUI-less
9467011	disease	1575	1578	BZS	Hamartoma Syndrome, Multiple	D006223		S11	CTD (MESH)	CUI-less
9467011	disease	1636	1639	was	Wiskott-Aldrich Syndrome	D014923		S12	CTD (MESH)	C0043194
9467011	disease	1747	1750	was	Wiskott-Aldrich Syndrome	D014923		S13	CTD (MESH)	C0043194
9467011	disease	1819	1822	BZS	Hamartoma Syndrome, Multiple	D006223		S13	CTD (MESH)	CUI-less
9467011	disease	1900	1903	BZS	Hamartoma Syndrome, Multiple	D006223		S14	CTD (MESH)	CUI-less
9467011	disease	2068	2071	was	Wiskott-Aldrich Syndrome	D014923		S16	CTD (MESH)	C0043194
9467011	disease	2156	2159	was	Wiskott-Aldrich Syndrome	D014923		S17	CTD (MESH)	C0043194
9467011	disease	2203	2207	PTEN	Hamartoma Syndrome, Multiple	D006223		S17	CTD (MESH)	CUI-less
9467011	disease	2344	2347	was	Wiskott-Aldrich Syndrome	D014923		S18	CTD (MESH)	C0043194
9467011	disease	2388	2392	PTEN	Hamartoma Syndrome, Multiple	D006223		S18	CTD (MESH)	CUI-less
