9546397	disease	49	52	HFE	Hemochromatosis	D006432		S1	CTD (MESH)	CUI-less
9546397	disease	120	123	HFE	Hemochromatosis	D006432		S2	CTD (MESH)	CUI-less
9546397	disease	173	186	iron-overload	Iron Overload	D019190		S2	CTD (MESH)	C0282193
9546397	disease	223	226	HFE	Hemochromatosis	D006432		S3	CTD (MESH)	CUI-less
9546397	disease	329	332	HFE	Hemochromatosis	D006432		S3	CTD (MESH)	CUI-less
9546397	disease	385	388	HFE	Hemochromatosis	D006432		S5	CTD (MESH)	CUI-less
9546397	disease	560	563	HFE	Hemochromatosis	D006432		S6	CTD (MESH)	CUI-less
9546397	disease	671	674	HFE	Hemochromatosis	D006432		S7	CTD (MESH)	CUI-less
9546397	disease	789	792	HFE	Hemochromatosis	D006432		S7	CTD (MESH)	CUI-less
9546397	disease	856	859	HFE	Hemochromatosis	D006432		S7	CTD (MESH)	CUI-less
