9744473	disease	114	118	ARSA	AL-RAQAD SYNDROME	616459		S2	CTD (OMIM)	C4085595
9744473	disease	173	176	MLD	Leukodystrophy, Metachromatic	D007966		S2	CTD (MESH)	CUI-less
9744473	disease	191	195	ARSA	AL-RAQAD SYNDROME	616459		S3	CTD (OMIM)	C4085595
9744473	disease	227	230	MLD	Leukodystrophy, Metachromatic	D007966		S3	CTD (MESH)	CUI-less
9744473	disease	285	289	ARSA	AL-RAQAD SYNDROME	616459		S4	CTD (OMIM)	C4085595
9744473	disease	290	293	was	Wiskott-Aldrich Syndrome	D014923		S4	CTD (MESH)	C0043194
9744473	disease	320	323	MLD	Leukodystrophy, Metachromatic	D007966		S4	CTD (MESH)	CUI-less
9744473	disease	511	515	ARSA	AL-RAQAD SYNDROME	616459		S7	CTD (OMIM)	C4085595
9744473	disease	580	583	was	Wiskott-Aldrich Syndrome	D014923		S7	CTD (MESH)	C0043194
9744473	disease	672	676	ARSA	AL-RAQAD SYNDROME	616459		S8	CTD (OMIM)	C4085595
9744473	disease	723	727	ARSA	AL-RAQAD SYNDROME	616459		S8	CTD (OMIM)	C4085595
9744473	disease	750	753	MLD	Leukodystrophy, Metachromatic	D007966		S8	CTD (MESH)	CUI-less
