9950360	disease	26	29	APC	Adenomatous Polyposis Coli	D011125		S1	CTD (MESH)	CUI-less
9950360	disease	96	99	FAP	Amyloidosis, Hereditary, Transthyretin-Related	C567782		S1	CTD (MESH)	C2751492
9950360	disease	129	132	APC	Adenomatous Polyposis Coli	D011125		S1	CTD (MESH)	CUI-less
9950360	disease	330	333	FAP	Amyloidosis, Hereditary, Transthyretin-Related	C567782		S2	CTD (MESH)	C2751492
9950360	disease	408	411	APC	Adenomatous Polyposis Coli	D011125		S2	CTD (MESH)	CUI-less
9950360	disease	476	479	APC	Adenomatous Polyposis Coli	D011125		S3	CTD (MESH)	CUI-less
9950360	disease	485	488	was	Wiskott-Aldrich Syndrome	D014923		S3	CTD (MESH)	C0043194
9950360	disease	617	620	APC	Adenomatous Polyposis Coli	D011125		S3	CTD (MESH)	CUI-less
9950360	disease	638	641	FAP	Amyloidosis, Hereditary, Transthyretin-Related	C567782		S3	CTD (MESH)	C2751492
9950360	disease	674	677	APC	Adenomatous Polyposis Coli	D011125		S4	CTD (MESH)	CUI-less
9950360	disease	683	686	was	Wiskott-Aldrich Syndrome	D014923		S4	CTD (MESH)	C0043194
9950360	disease	713	716	FAP	Amyloidosis, Hereditary, Transthyretin-Related	C567782		S4	CTD (MESH)	C2751492
9950360	disease	728	731	FAP	Amyloidosis, Hereditary, Transthyretin-Related	C567782		S4	CTD (MESH)	C2751492
9950360	disease	943	946	FAP	Amyloidosis, Hereditary, Transthyretin-Related	C567782		S5	CTD (MESH)	C2751492
9950360	disease	1056	1059	FAP	Amyloidosis, Hereditary, Transthyretin-Related	C567782		S6	CTD (MESH)	C2751492
9950360	disease	1220	1223	FAP	Amyloidosis, Hereditary, Transthyretin-Related	C567782		S7	CTD (MESH)	C2751492
9950360	disease	1617	1620	APC	Adenomatous Polyposis Coli	D011125		S9	CTD (MESH)	CUI-less
9950360	disease	1642	1645	FAP	Amyloidosis, Hereditary, Transthyretin-Related	C567782		S9	CTD (MESH)	C2751492
9950360	disease	1654	1657	FAP	Amyloidosis, Hereditary, Transthyretin-Related	C567782		S9	CTD (MESH)	C2751492
