9529364	disease	33	36	WT1	Wilms Tumor	D009396		S1	CTD (MESH)	CUI-less
9529364	disease	92	101	sclerosis	Sclerosis	D012598		S1	CTD (MESH)	C0036429
9529364	disease	227	230	WT1	Wilms Tumor	D009396		S2	CTD (MESH)	CUI-less
9529364	disease	378	381	DDS	Denys-Drash Syndrome	D030321		S2	CTD (MESH)	C0950121
9529364	disease	405	414	sclerosis	Sclerosis	D012598		S2	CTD (MESH)	C0036429
9529364	disease	416	419	DMS	Sclerosis	D012598		S2	CTD (MESH)	C0036429
9529364	disease	502	505	DDS	Denys-Drash Syndrome	D030321		S3	CTD (MESH)	C0950121
9529364	disease	684	687	DMS	Sclerosis	D012598		S4	CTD (MESH)	C0036429
9529364	disease	689	693	IDMS	Sclerosis	D012598		S4	CTD (MESH)	C0036429
9529364	disease	704	707	DDS	Denys-Drash Syndrome	D030321		S4	CTD (MESH)	C0950121
9529364	disease	766	769	WT1	Wilms Tumor	D009396		S5	CTD (MESH)	CUI-less
9529364	disease	834	838	IDMS	Sclerosis	D012598		S5	CTD (MESH)	C0036429
9529364	disease	864	868	IDMS	Sclerosis	D012598		S6	CTD (MESH)	C0036429
9529364	disease	883	886	WT1	Wilms Tumor	D009396		S6	CTD (MESH)	CUI-less
9529364	disease	953	957	IDMS	Sclerosis	D012598		S7	CTD (MESH)	C0036429
9529364	disease	996	999	DDS	Denys-Drash Syndrome	D030321		S7	CTD (MESH)	C0950121
9529364	disease	1013	1016	WT1	Wilms Tumor	D009396		S8	CTD (MESH)	CUI-less
9529364	disease	1058	1062	IDMS	Sclerosis	D012598		S8	CTD (MESH)	C0036429
9529364	disease	1206	1209	WT1	Wilms Tumor	D009396		S9	CTD (MESH)	CUI-less
9529364	disease	1420	1423	DMS	Sclerosis	D012598		S10	CTD (MESH)	C0036429
9529364	disease	1426	1427	2	Sclerosis	D012598		S10	CTD (MESH)	C0036429
9529364	disease	1449	1452	DMS	Sclerosis	D012598		S10	CTD (MESH)	C0036429
