9585611	disease	118	121	APC	Adenomatous Polyposis Coli	D011125		S2	CTD (MESH)	CUI-less
9585611	disease	231	234	FAP	Amyloidosis, Hereditary, Transthyretin-Related	C567782		S2	CTD (MESH)	C2751492
9585611	disease	291	299	adenomas	Adenoma	D000236		S3	CTD (MESH)	C0001430
9585611	disease	379	382	was	Wiskott-Aldrich Syndrome	D014923		S4	CTD (MESH)	C0043194
9585611	disease	515	518	APC	Adenomatous Polyposis Coli	D011125		S5	CTD (MESH)	CUI-less
9585611	disease	524	527	was	Wiskott-Aldrich Syndrome	D014923		S5	CTD (MESH)	C0043194
9585611	disease	653	656	APC	Adenomatous Polyposis Coli	D011125		S6	CTD (MESH)	CUI-less
9585611	disease	759	762	APC	Adenomatous Polyposis Coli	D011125		S7	CTD (MESH)	CUI-less
9585611	disease	910	918	adenomas	Adenoma	D000236		S8	CTD (MESH)	C0001430
9585611	disease	919	922	was	Wiskott-Aldrich Syndrome	D014923		S8	CTD (MESH)	C0043194
9585611	disease	1132	1140	adenomas	Adenoma	D000236		S9	CTD (MESH)	C0001430
9585611	disease	1240	1243	was	Wiskott-Aldrich Syndrome	D014923		S9	CTD (MESH)	C0043194
9585611	disease	1299	1304	sided	Sudden Infant Death	D013398		S10	CTD (MESH)	C0038644
9585611	disease	1316	1324	adenomas	Adenoma	D000236		S10	CTD (MESH)	C0001430
9585611	disease	1336	1341	polyp	Polyps	D011127		S10	CTD (MESH)	C0032584
9585611	disease	1350	1353	was	Wiskott-Aldrich Syndrome	D014923		S10	CTD (MESH)	C0043194
9585611	disease	1473	1476	APC	Adenomatous Polyposis Coli	D011125		S12	CTD (MESH)	CUI-less
9585611	disease	1631	1634	FAP	Amyloidosis, Hereditary, Transthyretin-Related	C567782		S13	CTD (MESH)	C2751492
