9288106	disease	40	46	ataxia	Ataxia	D001259		S1	CTD (MESH)	C0004134
9288106	disease	40	61	ataxia-telangiectasia	Ataxia Telangiectasia	D001260		S1	CTD (MESH)	C0004135
9288106	disease	47	61	telangiectasia	Telangiectasis	D013684		S1	CTD (MESH)	C0039446
9288106	disease	99	105	Ataxia	Ataxia	D001259		S2	CTD (MESH)	C0004134
9288106	disease	99	120	Ataxia-telangiectasia	Ataxia Telangiectasia	D001260		S2	CTD (MESH)	C0004135
9288106	disease	106	120	telangiectasia	Telangiectasis	D013684		S2	CTD (MESH)	C0039446
9288106	disease	235	241	cancer	Neoplasms	D009369		S4	CTD (MESH)	C0006826
9288106	disease	263	273	neoplasias	Neoplasms	D009369		S4	CTD (MESH)	C0027651
9288106	disease	351	374	chromosomal instability	Chromosomal Instability	D043171		S4	CTD (MESH)	C1257806
9288106	disease	483	493	malignancy	Neoplasms	D009369		S5	CTD (MESH)	C0006826
9288106	disease	1329	1338	lymphomas	Lymphoma	D008223		S11	CTD (MESH)	C0024299
9288106	disease	1342	1345	NHL	Lymphoma, Non-Hodgkin	D008228		S11	CTD (MESH)	CUI-less
9288106	disease	1355	1358	NHL	Lymphoma, Non-Hodgkin	D008228		S11	CTD (MESH)	CUI-less
9288106	disease	1682	1685	was	Wiskott-Aldrich Syndrome	D014923		S13	CTD (MESH)	C0043194
9294109	disease	0	18	Myotonic dystrophy	Myotonic Dystrophy	D009223		S1	CTD (MESH)	C0027126
9294109	disease	114	132	Myotonic dystrophy	Myotonic Dystrophy	D009223		S2	CTD (MESH)	C0027126
9294109	disease	134	136	DM	Myotonic Dystrophy	D009223		S2	CTD (MESH)	C0027126
9294109	disease	262	264	DM	Myotonic Dystrophy	D009223		S2	CTD (MESH)	C0027126
9311732	disease	15	18	RB1	Retinoblastoma	D012175		S1	CTD (MESH)	CUI-less
9311732	disease	71	85	retinoblastoma	Retinoblastoma	D012175		S1	CTD (MESH)	C0035335
9311732	disease	129	143	retinoblastoma	Retinoblastoma	D012175		S2	CTD (MESH)	C0035335
9311732	disease	145	150	tumor	Neoplasms	D009369		S2	CTD (MESH)	C0027651
9311732	disease	223	226	RB1	Retinoblastoma	D012175		S2	CTD (MESH)	CUI-less
9311732	disease	265	268	can	Crouzon Syndrome With Acanthosis Nigricans	C567382		S3	CTD (MESH)	C2677099
9311732	disease	278	292	retinoblastoma	Retinoblastoma	D012175		S3	CTD (MESH)	C0035335
9311732	disease	384	387	RB1	Retinoblastoma	D012175		S4	CTD (MESH)	CUI-less
9311732	disease	440	454	retinoblastoma	Retinoblastoma	D012175		S4	CTD (MESH)	C0035335
9311732	disease	503	508	tumor	Neoplasms	D009369		S4	CTD (MESH)	C0027651
9311732	disease	533	539	tumors	Neoplasms	D009369		S5	CTD (MESH)	C0027651
9311732	disease	742	748	tumors	Neoplasms	D009369		S7	CTD (MESH)	C0027651
9311732	disease	894	900	tumors	Neoplasms	D009369		S8	CTD (MESH)	C0027651
9311732	disease	928	934	tumors	Neoplasms	D009369		S9	CTD (MESH)	C0027651
9311732	disease	961	964	was	Wiskott-Aldrich Syndrome	D014923		S9	CTD (MESH)	C0043194
9311732	disease	997	1003	tumors	Neoplasms	D009369		S9	CTD (MESH)	C0027651
9311732	disease	1093	1099	tumors	Neoplasms	D009369		S10	CTD (MESH)	C0027651
9311732	disease	1233	1239	tumors	Neoplasms	D009369		S11	CTD (MESH)	C0027651
9311732	disease	1343	1346	was	Wiskott-Aldrich Syndrome	D014923		S12	CTD (MESH)	C0043194
9311732	disease	1499	1502	was	Wiskott-Aldrich Syndrome	D014923		S13	CTD (MESH)	C0043194
9311732	disease	1582	1585	was	Wiskott-Aldrich Syndrome	D014923		S14	CTD (MESH)	C0043194
9311732	disease	1734	1737	was	Wiskott-Aldrich Syndrome	D014923		S15	CTD (MESH)	C0043194
9311732	disease	1792	1798	tumors	Neoplasms	D009369		S15	CTD (MESH)	C0027651
9311732	disease	1839	1853	retinoblastoma	Retinoblastoma	D012175		S15	CTD (MESH)	C0035335
9311732	disease	1939	1953	retinoblastoma	Retinoblastoma	D012175		S16	CTD (MESH)	C0035335
932197	disease	279	307	systemic lupus erythematosus	Lupus Erythematosus, Systemic	D008180		S4	CTD (MESH)	C0024141
932197	disease	392	395	was	Wiskott-Aldrich Syndrome	D014923		S5	CTD (MESH)	C0043194
932197	disease	637	644	disease	Disease	D004194		S7	CTD (MESH)	C0012634
932197	disease	646	649	was	Wiskott-Aldrich Syndrome	D014923		S7	CTD (MESH)	C0043194
932197	disease	983	996	C5 deficiency	Complement component 5 deficiency	C537005		S9	CTD (MESH)	C0343047
932197	disease	1069	1072	C5D	Complement component 5 deficiency	C537005		S10	CTD (MESH)	C0343047
932197	disease	1159	1162	was	Wiskott-Aldrich Syndrome	D014923		S11	CTD (MESH)	C0043194
932197	disease	1257	1260	C5D	Complement component 5 deficiency	C537005		S11	CTD (MESH)	C0343047
932197	disease	1426	1429	C5D	Complement component 5 deficiency	C537005		S12	CTD (MESH)	C0343047
932197	disease	1619	1648	membranous glomerulonephritis	Glomerulonephritis, Membranous	D015433		S13	CTD (MESH)	C0017665
932197	disease	1630	1648	glomerulonephritis	Glomerulonephritis	D005921		S13	CTD (MESH)	C0017658
932197	disease	1650	1660	vasculitis	Vasculitis	D014657		S13	CTD (MESH)	C0042384
932197	disease	1666	1675	arthritis	Arthritis	D001168		S13	CTD (MESH)	C0003864
932197	disease	1769	1789	bacterial infections	Bacterial Infections	D001424		S13	CTD (MESH)	C0004623
932197	disease	1779	1789	infections	Infections	D007239		S13	CTD (MESH)	C3714514
932197	disease	1916	1919	C5D	Complement component 5 deficiency	C537005		S14	CTD (MESH)	C0343047
932197	disease	2014	2026	leukocytosis	Leukocytosis	D007964		S14	CTD (MESH)	C0023518
932197	disease	2043	2052	infection	Infections	D007239		S14	CTD (MESH)	C3714514
9336417	disease	18	40	ankylosing spondylitis	Spondylitis, Ankylosing	D013167		S1	CTD (MESH)	C0038013
9336417	disease	29	40	spondylitis	Spondylitis	D013166		S1	CTD (MESH)	C0038012
9336417	disease	199	221	ankylosing spondylitis	Spondylitis, Ankylosing	D013167		S2	CTD (MESH)	C0038013
9336417	disease	210	221	spondylitis	Spondylitis	D013166		S2	CTD (MESH)	C0038012
9336417	disease	223	225	AS	Spondylitis	D013166		S2	CTD (MESH)	C0038012
9336417	disease	223	225	AS	Spondylitis, Ankylosing	D013167		S2	CTD (MESH)	C0038013
9336417	disease	248	250	AS	Spondylitis	D013166		S3	CTD (MESH)	C0038012
9336417	disease	248	250	AS	Spondylitis, Ankylosing	D013167		S3	CTD (MESH)	C0038013
9336417	disease	304	322	Rheumatic Diseases	Rheumatic Diseases	D012216		S3	CTD (MESH)	C0035435
9336417	disease	314	322	Diseases	Disease	D004194		S3	CTD (MESH)	C0012634
9336417	disease	314	322	Diseases	Diseases	C		S3	CTD (MESH)	CUI-less
9336417	disease	415	422	disease	Disease	D004194		S4	CTD (MESH)	C0012634
9336417	disease	432	435	was	Wiskott-Aldrich Syndrome	D014923		S4	CTD (MESH)	C0043194
9336417	disease	540	543	was	Wiskott-Aldrich Syndrome	D014923		S5	CTD (MESH)	C0043194
9336417	disease	628	631	was	Wiskott-Aldrich Syndrome	D014923		S5	CTD (MESH)	C0043194
9336417	disease	808	810	AS	Spondylitis	D013166		S6	CTD (MESH)	C0038012
9336417	disease	808	810	AS	Spondylitis, Ankylosing	D013167		S6	CTD (MESH)	C0038013
9336417	disease	863	870	disease	Disease	D004194		S7	CTD (MESH)	C0012634
9336417	disease	1055	1062	disease	Disease	D004194		S9	CTD (MESH)	C0012634
